date,uboat,commander,ship_name,tonnage,nationality,convoy,coordinates
4 Aug 1942,U-155,Adolf Cornelius Piening,Empire Arnold,"7,045",br,E-6,"[('10.75', '-52.50')]"
4 Aug 1942,U-160,Georg Lassen,Havsten (d.),"6,161",nw,-,
4 Aug 1942,U-176,Reiner Dierksen,Richmond Castle,"7,798",br,-,"[('50.42', '-35.08')]"
4 Aug 1942,U-607,Ernst Mengersen,Belgian Soldier,"7,167",be,ON-115,"[('45.87', '-47.22')]"
5 Aug 1942,U-155,Adolf Cornelius Piening,Draco,389,nl,-,"[('11.08', '-53.50')]"
5 Aug 1942,U-458,Kurt Diggins,Arletta,"4,870",br,ON-115,"[('44.73', '-55.37')]"
5 Aug 1942,U-593,Gerd Kelbling,Spar,"3,616",nl,SC-94,"[('53.08', '-43.63')]"
6 Aug 1942,U-66,Friedrich Markworth,Rozewie,766,po,-,"[('11.00', '-57.50')]"
6 Aug 1942,U-77,Heinrich Schonder,Adnan (d.),155,ag,-,
6 Aug 1942,U-77,Heinrich Schonder,Ezzet,158,ag,-,"[('35.75', '35.10')]"
6 Aug 1942,U-86,Walter Schug,Wawaloam,342,am,-,"[('39.30', '-55.73')]"
7 Aug 1942,U-108,Klaus Scholtz,Breñas,"2,687",nw,-,"[('8.63', '-53.75')]"
7 Aug 1942,U-109,Heinrich Bleichrodt,Arthur W. Sewall,"6,030",nw,-,"[('8.47', '-34.35')]"
7 Aug 1942,U-572,Heinz Hirsacker,Delfshaven,"5,281",nl,-,"[('7.40', '-25.62')]"
8 Aug 1942,U-176,Reiner Dierksen,Kelso,"3,956",br,SC-94,"[('56.50', '-32.23')]"
8 Aug 1942,U-176,Reiner Dierksen,Mount Kassion,"7,914",gr,SC-94,"[('56.50', '-32.23')]"
8 Aug 1942,U-176,Reiner Dierksen,Trehata,"4,817",br,SC-94,"[('56.50', '-32.23')]"
8 Aug 1942,U-379,Paul-Hugo Kettner,Anneberg,"2,537",br,SC-94,"[('56.50', '-32.23')]"
8 Aug 1942,U-379,Paul-Hugo Kettner,Kaimoku,"6,367",am,SC-94,"[('56.50', '-32.23')]"
9 Aug 1942,U-130,Ernst Kals,Malmanger,"7,078",nw,E-5,"[('7.22', '-26.50')]"
9 Aug 1942,U-155,Adolf Cornelius Piening,San Emiliano,"8,071",br,E-7,"[('7.37', '-54.13')]"
9 Aug 1942,U-176,Reiner Dierksen,Radchurch,"3,701",br,SC-94,"[('56.25', '-32.00')]"
9 Aug 1942,U-752,Karl-Ernst Schroeter,Mendanau,"6,047",nl,-,"[('4.75', '-18.00')]"
10 Aug 1942,U-155,Adolf Cornelius Piening,Strabo,383,nl,-,"[('7.48', '-54.08')]"
10 Aug 1942,U-438,Rudolf Franzius,Condylis,"4,439",gr,SC-94,"[('57.00', '-22.50')]"
10 Aug 1942,U-438,Rudolf Franzius,Oregon,"6,008",br,SC-94,
10 Aug 1942,U-510,Karl Neitzel,Alexia (d.),"8,016",br,-,
10 Aug 1942,U-600,Bernhard Zurmühlen,Vivian P. Smith,130,br,-,"[('21.83', '-68.67')]"
10 Aug 1942,U-660,Götz Baur,Cape Race,"3,807",br,SC-94,"[('56.75', '-22.83')]"
10 Aug 1942,U-660,Götz Baur,Condylis (d.),"4,439",gr,SC-94,
10 Aug 1942,U-660,Götz Baur,Empire Reindeer,"6,259",br,SC-94,"[('57.00', '-22.50')]"
10 Aug 1942,U-660,Götz Baur,Oregon (d.),"6,008",br,SC-94,
10 Aug 1942,U-77,Heinrich Schonder,Kharouf,158,pl,-,"[('33.65', '34.97')]"
10 Aug 1942,U-98,Wilhelm Schulze,USS Bold (AMc 67) (d.) [Mine],185,am,-,
11 Aug 1942,U-109,Heinrich Bleichrodt,Vimeira,"5,728",br,E-6,"[('10.05', '-28.92')]"
11 Aug 1942,U-130,Ernst Kals,Mirlo,"7,455",nw,E-6,"[('6.07', '-26.83')]"
11 Aug 1942,U-73,Helmut Rosenbaum,HMS Eagle (94),"22,600",br,WS-21S,"[('38.08', '3.03')]"
12 Aug 1942,U-508,Georg Staats,Manzanillo,"1,025",cu,SpecCon-12,"[('24.33', '-81.83')]"
12 Aug 1942,U-508,Georg Staats,Santiago de Cuba,"1,685",cu,SpecCon-12,"[('24.33', '-81.83')]"
13 Aug 1942,U-171,Günther Pfeffer,R.M. Parker Jr.,"6,779",am,-,"[('28.83', '-90.70')]"
13 Aug 1942,U-600,Bernhard Zurmühlen,Delmundo,"5,032",am,TAW-12,"[('19.92', '-73.82')]"
13 Aug 1942,U-600,Bernhard Zurmühlen,Everelza,"4,520",le,TAW-12,"[('19.92', '-73.82')]"
13 Aug 1942,U-658,Hans Senkel,Medea,"1,311",nl,WAT-13,"[('19.90', '-74.27')]"
13 Aug 1942,U-752,Karl-Ernst Schroeter,Cripple Creek,"6,347",am,-,"[('4.92', '-18.50')]"
14 Aug 1942,U-598,Gottfried Holtorf,Empire Corporal,"6,972",br,TAW-12J,"[('21.75', '-76.17')]"
14 Aug 1942,U-598,Gottfried Holtorf,Michael Jebsen,"2,323",br,TAW-12J,"[('21.75', '-76.17')]"
14 Aug 1942,U-598,Gottfried Holtorf,Standella (d.),"6,197",br,TAW-12J,
15 Aug 1942,U-705,Karl-Horst Horn,Balladier,"3,279",am,SC-95,"[('55.38', '-24.53')]"
16 Aug 1942,U-507,Harro Schacht,Annibal Benévolo,"1,905",bz,-,"[('-11.68', '-37.35')]"
16 Aug 1942,U-507,Harro Schacht,Araraquara,"4,872",bz,-,"[('-12.00', '-37.32')]"
16 Aug 1942,U-507,Harro Schacht,Baependy,"4,801",bz,-,"[('-11.83', '-37.00')]"
16 Aug 1942,U-596,Gunter Jahn,Suecia,"4,966",sw,SC-95,"[('55.72', '-25.97')]"
16 Aug 1942,U-77,Heinrich Schonder,Daniel,100,pl,-,"[('34.15', '34.83')]"
17 Aug 1942,U-108,Klaus Scholtz,Louisiana,"8,587",am,-,"[('7.40', '-51.55')]"
17 Aug 1942,U-209,Heinrich Brodda,Komiles,136,sj,-,"[('69.50', '58.53')]"
17 Aug 1942,U-209,Heinrich Brodda,Komsomolets (t.),220,sj,-,
17 Aug 1942,U-209,Heinrich Brodda,P-4,500,sj,-,"[('69.50', '58.53')]"
17 Aug 1942,U-209,Heinrich Brodda,Sh-500,500,sj,-,"[('69.50', '58.53')]"
17 Aug 1942,U-507,Harro Schacht,Arará,"1,075",bz,-,"[('-13.33', '-38.82')]"
17 Aug 1942,U-507,Harro Schacht,Itagiba,"2,169",bz,-,"[('-13.33', '-38.67')]"
17 Aug 1942,U-566,Gerhard Remus,Triton,"6,607",nw,SL-118,
17 Aug 1942,U-658,Hans Senkel,Fort la Reine,"7,133",br,PG-6,"[('18.50', '-75.33')]"
17 Aug 1942,U-658,Hans Senkel,Laguna (d.),"6,466",br,PG-6,
17 Aug 1942,U-658,Hans Senkel,Samir,"3,702",ag,PG-6,"[('18.50', '-75.33')]"
17 Aug 1942,U-83,Hans-Werner Kraus,Princess Marguerite,"5,875",ca,-,"[('32.05', '32.78')]"
18 Aug 1942,U-214,Günther Reeder,Balingkar,"6,318",nl,SL-118,"[('41.57', '-19.82')]"
18 Aug 1942,U-214,Günther Reeder,Hatarana,"7,522",br,SL-118,"[('41.12', '-20.53')]"
18 Aug 1942,U-214,Günther Reeder,HMS Cheshire (F 18) (d.),"10,552",br,SL-118,
18 Aug 1942,U-553,Karl Thurmann,Blankaholm,"2,845",sw,TAW-13,"[('19.68', '-76.83')]"
18 Aug 1942,U-553,Karl Thurmann,Empire Bede,"6,959",br,TAW-13,"[('19.58', '-76.42')]"
18 Aug 1942,U-553,Karl Thurmann,John Hancock,"7,176",am,TAW-13,"[('19.68', '-76.83')]"
19 Aug 1942,U-162,Jürgen Wattenberg,West Celina,"5,722",am,TAW(S),"[('11.75', '-62.50')]"
19 Aug 1942,U-217,Kurt Reichenbach-Klinke,Sea Gull D.,75,br,-,"[('11.63', '-67.70')]"
19 Aug 1942,U-406,Horst Dieterichs,City of Manila,"7,452",br,SL-118,"[('43.35', '-18.33')]"
19 Aug 1942,U-507,Harro Schacht,Jacyra,89,bz,-,"[('-14.50', '-38.67')]"
19 Aug 1942,U-510,Karl Neitzel,Cressington Court,"4,971",br,TRIN-1,"[('7.97', '-46.00')]"
19 Aug 1942,U-564,Reinhard Suhren,British Consul,"6,940",br,TAW(S),"[('11.97', '-62.63')]"
19 Aug 1942,U-564,Reinhard Suhren,Empire Cloud,"5,969",br,TAW(S),"[('11.97', '-62.63')]"
21 Aug 1942,U-506,Erich Würdemann,City of Wellington,"5,733",br,-,"[('7.48', '-14.67')]"
22 Aug 1942,U-456,Max-Martin Teichert,Chaika,80,sj,-,"[('73.50', '54.00')]"
22 Aug 1942,U-507,Harro Schacht,Hammaren,"3,220",sw,OS-36,"[('-13.00', '-38.25')]"
23 Aug 1942,U-506,Erich Würdemann,Hamla,"4,416",br,-,"[('5.50', '-15.00')]"
24 Aug 1942,U-162,Jürgen Wattenberg,Moena,"9,286",nl,-,"[('13.42', '-57.25')]"
24 Aug 1942,U-601,Peter-Ottmar Grau,Kujbyshev,"2,332",sj,-,"[('73.87', '77.67')]"
24 Aug 1942,U-601,Peter-Ottmar Grau,Medvezhonok,50,sj,-,"[('73.87', '77.67')]"
25 Aug 1942,U-130,Ernst Kals,Viking Star,"6,445",br,-,"[('6.00', '-14.00')]"
25 Aug 1942,U-164,Otto Fechner,Stad Amsterdam,"3,780",nl,WAT-15,"[('16.65', '-73.25')]"
25 Aug 1942,U-176,Reiner Dierksen,Empire Breeze,"7,457",br,ONS-122,"[('49.37', '-35.87')]"
25 Aug 1942,U-438,Rudolf Franzius,Trolla,"1,598",nw,ONS-122,"[('48.92', '-35.17')]"
25 Aug 1942,U-558,Günther Krech,Amakura,"1,987",br,WAT-15,"[('17.77', '-75.87')]"
25 Aug 1942,U-604,Horst Höltring,Abbekerk,"7,906",nl,-,"[('52.08', '-30.83')]"
25 Aug 1942,U-605,Herbert-Viktor Schütze,Katvaldis,"3,163",br,ONS-122,"[('48.92', '-35.17')]"
25 Aug 1942,U-605,Herbert-Viktor Schütze,Sheaf Mount,"5,017",br,ONS-122,"[('48.92', '-35.17')]"
26 Aug 1942,U-130,Ernst Kals,Beechwood,"4,897",br,-,"[('5.50', '-14.07')]"
26 Aug 1942,U-162,Jürgen Wattenberg,Thelma,"8,297",nw,-,"[('13.33', '-58.17')]"
26 Aug 1942,U-375,Jürgen Koenenkamp,Empire Kumari (t.),"6,288",br,LW-38,
27 Aug 1942,U-156,Werner Hartenstein,Clan Macwhirter,"5,941",br,SL-119,"[('35.75', '-18.75')]"
27 Aug 1942,U-511,Friedrich Steinhoff,Esso Aruba (d.),"8,773",am,TAW-15,
27 Aug 1942,U-511,Friedrich Steinhoff,Rotterdam,"8,968",nl,TAW-15,"[('18.15', '-74.63')]"
27 Aug 1942,U-511,Friedrich Steinhoff,San Fabian,"13,031",br,TAW-15,"[('18.15', '-74.63')]"
27 Aug 1942,U-516,Gerhard Wiebe,Port Jackson (d.),"9,687",br,-,
27 Aug 1942,U-517,Paul Hartwig,Chatham,"5,649",am,SG-6F,"[('51.88', '-55.80')]"
28 Aug 1942,U-165,Eberhard Hoffmann,Arlyn (d.),"3,304",am,SG-6,
28 Aug 1942,U-165,Eberhard Hoffmann,USS Laramie (AO 16) (d.),"7,252",am,SG-6,
28 Aug 1942,U-517,Paul Hartwig,Arlyn,"3,304",am,SG-6,"[('51.88', '-55.80')]"
28 Aug 1942,U-566,Gerhard Remus,City of Cardiff,"5,661",br,SL-119,"[('40.33', '-16.03')]"
28 Aug 1942,U-566,Gerhard Remus,Zuiderkerk,"8,424",nl,SL-119,"[('40.33', '-16.03')]"
29 Aug 1942,U-66,Friedrich Markworth,Topa Topa,"5,356",am,-,"[('10.27', '-51.50')]"
30 Aug 1942,U-162,Jürgen Wattenberg,Star of Oregon,"7,176",am,-,"[('11.80', '-59.75')]"
30 Aug 1942,U-564,Reinhard Suhren,Vardaas,"8,176",nw,-,"[('11.58', '-60.67')]"
30 Aug 1942,U-66,Friedrich Markworth,Sir Huon,"6,049",pa,-,"[('10.87', '-54.00')]"
30 Aug 1942,U-66,Friedrich Markworth,West Lashaway,"5,637",am,-,"[('10.50', '-55.17')]"
31 Aug 1942,unknown,,Sande,60,ho,-,"[('21.37', '-76.00')]"
31 Aug 1942,U-516,Gerhard Wiebe,Jack Carnes,"10,907",am,-,"[('41.58', '-29.02')]"
31 Aug 1942,U-609,Klaus Rudloff,Bronxville,"4,663",nw,SC-97,"[('57.22', '-33.67')]"
31 Aug 1942,U-609,Klaus Rudloff,Capira,"5,625",pa,SC-97,"[('57.22', '-33.67')]"
31 Aug 1942,U-66,Friedrich Markworth,Winamac,"8,621",br,TRIN-3,"[('10.60', '-54.57')]"
3 Sep 1942,U-107,Harald Gelhaus,Hollinside,"4,172",br,-,"[('38.00', '-9.00')]"
3 Sep 1942,U-107,Harald Gelhaus,Penrose,"4,393",br,-,"[('38.00', '-9.00')]"
3 Sep 1942,U-109,Heinrich Bleichrodt,Ocean Might,"7,173",br,OS-37,"[('0.95', '-4.18')]"
3 Sep 1942,U-375,Jürgen Koenenkamp,Arnon,558,pl,-,"[('34.80', '35.90')]"
3 Sep 1942,U-375,Jürgen Koenenkamp,Miriam,38,pl,-,"[('34.80', '35.90')]"
3 Sep 1942,U-375,Jürgen Koenenkamp,Turkian,113,ag,-,"[('35.05', '35.63')]"
3 Sep 1942,U-517,Paul Hartwig,Donald Stewart,"1,781",ca,LN-7,"[('50.53', '-58.77')]"
4 Sep 1942,U-171,Günther Pfeffer,Amatlan,"6,511",me,-,"[('23.45', '-97.50')]"
5 Sep 1942,U-506,Erich Würdemann,Myrmidon,"6,278",br,-,"[('0.75', '-6.45')]"
5 Sep 1942,U-513,Rolf Rüggeberg,Lord Strathcona,"7,335",ca,-,"[('47.58', '-52.98')]"
5 Sep 1942,U-513,Rolf Rüggeberg,Saganaga,"5,454",br,-,"[('47.58', '-52.98')]"
6 Sep 1942,U-109,Heinrich Bleichrodt,Tuscan Star,"11,449",br,-,"[('1.57', '-11.65')]"
6 Sep 1942,U-164,Otto Fechner,John A. Holloway,"1,745",ca,GAT-2,"[('14.17', '-71.50')]"
6 Sep 1942,U-165,Eberhard Hoffmann,Aeas,"4,729",gr,QS-33,"[('49.17', '-66.83')]"
6 Sep 1942,U-375,Jürgen Koenenkamp,Salina,108,pl,-,"[('35.52', '35.70')]"
6 Sep 1942,U-514,Hans-Jürgen Auffermann,Helen Forsey,167,br,-,"[('28.58', '-57.58')]"
7 Sep 1942,U-165,Eberhard Hoffmann,HMCS Raccoon,358,ca,QS-33,"[('49.02', '-67.28')]"
7 Sep 1942,U-517,Paul Hartwig,Mount Pindus,"5,729",gr,QS-33,"[('48.83', '-63.77')]"
7 Sep 1942,U-517,Paul Hartwig,Mount Taygetus,"3,286",gr,QS-33,"[('48.83', '-63.77')]"
7 Sep 1942,U-517,Paul Hartwig,Oakton,"1,727",ca,QS-33,"[('48.83', '-63.77')]"
7 Sep 1942,U-617,Albrecht Brandi,Tor II,292,fa,-,"[('62.50', '-18.50')]"
9 Sep 1942,U-66,Friedrich Markworth,Peiping,"6,390",sw,-,"[('23.83', '-50.17')]"
9 Sep 1942,U-755,Walter Göing,USS Muskeget (WAG 48),"1,827",am,-,"[('51.68', '-43.88')]"
10 Sep 1942,U-659,Hans Stock,Empire Oil (d.),"8,029",br,ON-127,
10 Sep 1942,U-96,Hans-Jürgen Hellriegel,Elisabeth van Belgie,"4,241",be,ON-127,"[('51.50', '-28.42')]"
10 Sep 1942,U-96,Hans-Jürgen Hellriegel,F.J. Wolfe (d.),"12,190",br,ON-127,
10 Sep 1942,U-96,Hans-Jürgen Hellriegel,Sveve,"6,313",nw,ON-127,"[('51.47', '-28.50')]"
11 Sep 1942,U-218,Richard Becker,Fjordaas (d.),"7,361",nw,ON-127,
11 Sep 1942,U-404,Otto von Bülow,Marit II (d.),"7,417",nw,ON-127,
11 Sep 1942,U-514,Hans-Jürgen Auffermann,Cornwallis (d.),"5,458",ca,-,
11 Sep 1942,U-517,Paul Hartwig,HMCS Charlottetown (K 244),900,ca,SQ-35,"[('49.17', '-66.83')]"
11 Sep 1942,U-584,Joachim Deecke,Empire Oil,"8,029",br,ON-127,"[('51.38', '-28.22')]"
11 Sep 1942,U-584,Joachim Deecke,Hindanger,"4,884",nw,ON-127,"[('49.53', '-32.35')]"
11 Sep 1942,U-96,Hans-Jürgen Hellriegel,Delães,415,pt,-,"[('50.05', '-29.53')]"
12 Sep 1942,U-156,Werner Hartenstein,Laconia,"19,695",br,-,"[('-5.08', '-11.63')]"
12 Sep 1942,U-211,Karl Hause,Empire Moonbeam (d.),"6,849",br,ON-127,
12 Sep 1942,U-211,Karl Hause,Hektoria (d.),"13,797",br,ON-127,
12 Sep 1942,U-404,Otto von Bülow,Daghild (d.),"9,272",nw,ON-127,
12 Sep 1942,U-515,Werner Henke,Stanvac Melbourne,"10,013",pa,-,"[('10.50', '-60.33')]"
12 Sep 1942,U-515,Werner Henke,Woensdrecht (t.),"4,668",nl,-,
12 Sep 1942,U-608,Rolf Struckmeier,Empire Moonbeam,"6,849",br,ON-127,"[('48.92', '-33.63')]"
12 Sep 1942,U-608,Rolf Struckmeier,Hektoria,"13,797",br,ON-127,"[('48.92', '-33.63')]"
12 Sep 1942,U-68,Karl-Friedrich Merten,Trevilley,"5,296",br,OS-38,"[('-4.50', '-7.83')]"
13 Sep 1942,U-408,Reinhard von Hymmen,Oliver Ellsworth,"7,191",am,PQ-18,"[('75.87', '7.92')]"
13 Sep 1942,U-408,Reinhard von Hymmen,Stalingrad,"3,559",sj,PQ-18,"[('75.87', '7.92')]"
13 Sep 1942,U-506,Erich Würdemann,Lima,"3,764",sw,-,"[('2.58', '-11.37')]"
13 Sep 1942,U-512,Wolfgang Schultze,Patrick J. Hurley,"10,865",am,-,"[('22.98', '-46.25')]"
13 Sep 1942,U-515,Werner Henke,Nimba,"1,854",pa,-,"[('10.68', '-60.40')]"
13 Sep 1942,U-515,Werner Henke,Ocean Vanguard,"7,174",br,-,"[('10.72', '-60.18')]"
13 Sep 1942,U-558,Günther Krech,Empire Lugard,"7,241",br,TAG-5,"[('12.12', '-63.53')]"
13 Sep 1942,U-558,Günther Krech,Suriname,"7,915",nl,TAG-5,"[('12.12', '-63.53')]"
13 Sep 1942,U-558,Günther Krech,Vilja (t.),"6,672",nw,TAG-5,
13 Sep 1942,U-594,Friedrich Mumm,Stone Street,"6,131",pa,ON-127,"[('48.30', '-39.72')]"
14 Sep 1942,U-408,Reinhard von Hymmen,Atheltemplar,"8,939",br,PQ-18,"[('76.17', '18.00')]"
14 Sep 1942,U-457,Karl Brandenburg,Atheltemplar (d.),"8,939",br,PQ-18,
14 Sep 1942,U-515,Werner Henke,Harborough,"5,415",br,-,"[('10.05', '-60.33')]"
14 Sep 1942,U-91,Heinz Walkerling,HMCS Ottawa (H 60),"1,375",ca,ON-127,"[('47.92', '-43.45')]"
15 Sep 1942,U-514,Hans-Jürgen Auffermann,Kioto,"3,297",br,-,"[('11.08', '-60.77')]"
15 Sep 1942,U-515,Werner Henke,Sørholt,"4,801",nw,-,"[('10.75', '-60.00')]"
15 Sep 1942,U-517,Paul Hartwig,Inger Elisabeth,"2,166",nw,SQ-36,"[('48.82', '-64.10')]"
15 Sep 1942,U-517,Paul Hartwig,Saturnus,"2,741",nl,SQ-36,"[('48.82', '-64.10')]"
15 Sep 1942,U-68,Karl-Friedrich Merten,Breedijk,"6,861",nl,-,"[('-5.08', '-8.90')]"
16 Sep 1942,U-165,Eberhard Hoffmann,Essex Lance (d.),"6,625",br,SQ-36,
16 Sep 1942,U-165,Eberhard Hoffmann,Joannis,"3,667",gr,SQ-36,"[('49.17', '-67.08')]"
16 Sep 1942,U-165,Eberhard Hoffmann,Pan York (d.),"4,570",am,SQ-36,
16 Sep 1942,U-558,Günther Krech,Commercial Trader,"2,606",am,-,"[('10.50', '-60.25')]"
17 Sep 1942,U-109,Heinrich Bleichrodt,Peterton,"5,221",br,OG-80,"[('18.75', '-29.25')]"
17 Sep 1942,U-515,Werner Henke,Mae,"5,607",am,-,"[('8.05', '-58.22')]"
18 Sep 1942,U-175,Heinrich Bruns,Norfolk,"1,901",ca,-,
18 Sep 1942,U-380,Josef Röther,Olaf Fostenes,"2,994",nw,-,"[('44.93', '-41.08')]"
19 Sep 1942,U-156,Werner Hartenstein,Quebec City,"4,745",br,-,"[('-2.20', '-17.60')]"
19 Sep 1942,U-512,Wolfgang Schultze,Monte Gorbea,"3,720",sp,-,"[('14.92', '-60.00')]"
19 Sep 1942,U-516,Gerhard Wiebe,Wichita,"6,174",am,-,"[('11.85', '-59.35')]"
19 Sep 1942,U-552,Klaus Popp,HMS Alouette (FY 101),520,br,-,"[('38.35', '-9.30')]"
20 Sep 1942,U-255,Reinhart Reche,Silver Sword,"4,937",am,QP-14,"[('75.87', '-0.33')]"
20 Sep 1942,U-435,Siegfried Strelow,HMS Leda (J 93),835,br,QP-14,"[('76.50', '5.00')]"
20 Sep 1942,U-515,Werner Henke,Reedpool,"4,838",br,-,"[('8.97', '-57.57')]"
20 Sep 1942,U-596,Gunter Jahn,Empire Hartebeeste,"5,676",br,SC-100,"[('56.33', '-38.17')]"
20 Sep 1942,U-703,Heinz Bielfeld,HMS Somali (G 33),"1,870",br,QP-14,"[('74.67', '-2.00')]"
21 Sep 1942,U-175,Heinrich Bruns,Predsednik Kopajtic,"1,798",yu,-,"[('8.23', '-59.07')]"
22 Sep 1942,U-435,Siegfried Strelow,Bellingham,"5,345",am,QP-14,"[('71.38', '-11.05')]"
22 Sep 1942,U-435,Siegfried Strelow,Grey Ranger,"3,313",br,QP-14,"[('71.38', '-11.05')]"
22 Sep 1942,U-435,Siegfried Strelow,Ocean Voice,"7,174",br,QP-14,"[('71.38', '-11.05')]"
22 Sep 1942,U-582,Werner Schulte,Vibran,"2,993",nw,-,"[('45.95', '-30.08')]"
23 Sep 1942,U-125,Ulrich Folkers,Bruyère,"5,335",br,-,"[('4.92', '-17.27')]"
23 Sep 1942,U-211,Karl Hause,Esso Williamsburg (d.),"11,237",am,-,
23 Sep 1942,U-515,Werner Henke,Antinous (d.),"6,034",am,TRIN-12,
23 Sep 1942,U-515,Werner Henke,Lindvangen,"2,412",nw,-,"[('9.33', '-60.17')]"
23 Sep 1942,U-617,Albrecht Brandi,Athelsultan,"8,882",br,SC-100,"[('58.70', '-33.63')]"
23 Sep 1942,U-617,Albrecht Brandi,Tennessee,"2,342",br,SC-100,"[('58.67', '-33.68')]"
24 Sep 1942,U-175,Heinrich Bruns,West Chetac,"5,627",am,TRIN-14,"[('8.75', '-57.00')]"
24 Sep 1942,U-432,Heinz-Otto Schultze,Pennmar,"5,868",am,SC-100,"[('58.20', '-34.58')]"
24 Sep 1942,U-512,Wolfgang Schultze,Antinous,"6,034",am,TRIN-12,"[('9.37', '-60.15')]"
24 Sep 1942,U-561,Heinz Schomburg,Sphinx,39,ag,-,"[('34.05', '34.57')]"
24 Sep 1942,U-617,Albrecht Brandi,Roumanie,"3,563",be,SC-100,"[('58.17', '-28.33')]"
24 Sep 1942,U-619,Kurt Makowski,John Winthrop,"7,176",am,ON-131,"[('56.00', '-31.00')]"
25 Sep 1942,U-216,Karl-Otto Schultz,Boston,"4,989",br,RB-1,"[('54.38', '-27.90')]"
25 Sep 1942,U-442,Hans-Joachim Hesse,Empire Bell,"1,744",br,UR-42,"[('62.32', '-15.45')]"
25 Sep 1942,U-96,Hans-Jürgen Hellriegel,New York (d.),"4,989",br,RB-1,
26 Sep 1942,U-175,Heinrich Bruns,Tambour,"1,827",pa,-,"[('8.83', '-59.83')]"
26 Sep 1942,U-404,Otto von Bülow,HMS Veteran (D 72),"1,120",br,RB-1,"[('54.57', '-25.73')]"
26 Sep 1942,U-619,Kurt Makowski,Yorktown,"1,547",br,RB-1,"[('55.17', '-18.83')]"
26 Sep 1942,U-91,Heinz Walkerling,New York,"4,989",br,RB-1,"[('54.57', '-25.73')]"
28 Sep 1942,U-175,Heinrich Bruns,Alcoa Mariner,"5,590",am,-,"[('8.95', '-60.13')]"
28 Sep 1942,U-514,Hans-Jürgen Auffermann,Lages (t.),"5,472",bz,-,
28 Sep 1942,U-514,Hans-Jürgen Auffermann,Ozório (t.),"2,730",bz,-,
28 Sep 1942,U-516,Gerhard Wiebe,Antonico,"1,223",bz,-,"[('5.50', '-53.50')]"
29 Sep 1942,U-125,Ulrich Folkers,Baron Ogilvy,"3,391",br,-,"[('2.50', '-14.50')]"
29 Sep 1942,U-332,Johannes Liebe,Registan,"6,008",br,-,"[('12.62', '-57.17')]"
29 Sep 1942,U-513,Rolf Rüggeberg,Ocean Vagabond (d.),"7,174",br,HX-209,
29 Sep 1942,U-610,Walter Freiherr von Freyberg-Eisenberg-Allmendingen,Lifland,"2,254",br,SC-101,"[('55.95', '-24.92')]"
30 Sep 1942,U-125,Ulrich Folkers,Empire Avocet,"6,015",br,-,"[('4.08', '-13.38')]"
30 Sep 1942,U-125,Ulrich Folkers,Kumsang,"5,447",br,-,"[('4.12', '-13.67')]"
30 Sep 1942,U-506,Erich Würdemann,Siam II,"6,637",br,-,"[('3.42', '-15.77')]"
30 Sep 1942,U-516,Gerhard Wiebe,Alipore,"5,273",br,-,"[('7.15', '-54.38')]"
1 Oct 1942,U-202,Günter Poser,Achilles,"1,815",nl,-,"[('9.10', '-59.80')]"
2 Oct 1942,U-175,Heinrich Bruns,Aneroid,"5,074",pa,-,"[('8.40', '-59.20')]"
2 Oct 1942,U-201,Günther Rosenberg,Alcoa Transport,"2,084",am,-,"[('9.05', '-60.17')]"
3 Oct 1942,U-254,Odo Loewe,Esso Williamsburg,"11,237",am,-,"[('55.00', '-33.00')]"
4 Oct 1942,U-175,Heinrich Bruns,Caribstar,"2,592",am,-,"[('8.50', '-59.62')]"
5 Oct 1942,U-175,Heinrich Bruns,William A. McKenney,"6,153",am,-,"[('8.58', '-59.33')]"
6 Oct 1942,U-333,Peter-Erich Cremer,HMS Crocus (K 49) (d.),925,br,-,
7 Oct 1942,U-107,Harald Gelhaus,Andalucia Star,"14,943",br,-,"[('6.63', '-15.77')]"
7 Oct 1942,U-159,Helmut Friedrich Witte,Boringia,"5,821",br,-,"[('-35.15', '16.53')]"
7 Oct 1942,U-172,Carl Emmermann,Chickasaw City,"6,196",am,-,"[('-34.25', '17.18')]"
7 Oct 1942,U-172,Carl Emmermann,Firethorn,"4,700",pa,-,"[('-34.22', '17.35')]"
8 Oct 1942,U-125,Ulrich Folkers,Glendene,"4,412",br,-,"[('4.48', '-17.68')]"
8 Oct 1942,U-159,Helmut Friedrich Witte,Clan Mactavish,"7,631",br,-,"[('-34.88', '16.75')]"
8 Oct 1942,U-172,Carl Emmermann,Pantelis,"3,845",gr,-,"[('-34.33', '17.83')]"
8 Oct 1942,U-179,Ernst Sobe,City of Athens,"6,558",br,-,"[('-33.67', '17.05')]"
8 Oct 1942,U-201,Günther Rosenberg,John Carter Rose,"7,191",am,TRIN-15,"[('10.45', '-45.62')]"
8 Oct 1942,U-68,Karl-Friedrich Merten,Gaasterkerk,"8,679",nl,-,"[('-34.33', '18.17')]"
8 Oct 1942,U-68,Karl-Friedrich Merten,Koumoundouros,"3,598",gr,-,"[('-34.17', '17.12')]"
8 Oct 1942,U-68,Karl-Friedrich Merten,Sarthe,"5,271",br,-,"[('-34.83', '18.67')]"
8 Oct 1942,U-68,Karl-Friedrich Merten,Swiftsure,"8,207",am,-,"[('-34.67', '18.42')]"
9 Oct 1942,U-159,Helmut Friedrich Witte,Coloradan,"6,557",am,-,"[('-35.78', '14.57')]"
