uboat,commander,ship_name,tonnage,nationality,convoy,coordinates,year,month,day
U-752,Karl-Ernst Schroeter,Leikanger,"4,003",6,319,"[('4.00', '-18.00')]",1942,7,27
U-155,Adolf Cornelius Piening,Barbacena,"4,772",29,0,"[('13.17', '-56.00')]",1942,7,28
U-155,Adolf Cornelius Piening,Piave,"2,347",29,0,"[('12.50', '-55.82')]",1942,7,28
U-66,Friedrich Markworth,Weirbank,"5,150",0,0,"[('11.48', '-58.85')]",1942,7,28
U-754,Hans Oestermann,Ebb,260,25,0,"[('43.30', '-63.83')]",1942,7,28
U-155,Adolf Cornelius Piening,Bill,"2,445",6,0,"[('11.97', '-55.03')]",1942,7,29
U-160,Georg Lassen,Prescodoc,"1,938",19,0,"[('8.83', '-59.08')]",1942,7,29
U-130,Ernst Kals,Danmark,"8,391",0,0,"[('7.00', '-24.32')]",1942,7,30
U-132,Ernst Vogelsang,Pacific Pioneer,"6,734",0,318,"[('43.50', '-60.58')]",1942,7,30
U-155,Adolf Cornelius Piening,Cranford,"6,096",25,0,"[('12.28', '-55.18')]",1942,7,30
U-166,Hans-Günther Kuhlmann,Robert E. Lee,"5,184",25,320,"[('28.62', '-88.50')]",1942,7,30
U-375,Jürgen Koenenkamp,Amina,87,20,0,"[('32.55', '32.30')]",1942,7,30
U-375,Jürgen Koenenkamp,Ikbal,176,20,0,"[('32.55', '32.30')]",1942,7,30
U-77,Heinrich Schonder,Fany,43,20,0,"[('35.75', '35.10')]",1942,7,30
U-155,Adolf Cornelius Piening,Kentar,"5,878",9,0,"[('11.87', '-57.50')]",1942,8,1
U-601,Peter-Ottmar Grau,Krest’janin,"2,513",26,0,"[('71.13', '52.32')]",1942,8,1
U-77,Heinrich Schonder,St. Simon,85,20,0,"[('34.05', '35.10')]",1942,8,1
U-160,Georg Lassen,Treminnard,"4,694",0,0,"[('10.67', '-57.12')]",1942,8,2
U-254,Hans Gilardone,Flora II,"1,218",0,0,"[('62.75', '-19.12')]",1942,8,2
U-510,Karl Neitzel,Maldonado,"5,285",42,0,"[('28.33', '-63.17')]",1942,8,2
U-108,Klaus Scholtz,Tricula,"6,221",0,321,"[('11.58', '-56.85')]",1942,8,3
U-552,Erich Topp,Lochkatrine,"9,419",0,322,"[('45.87', '-46.73')]",1942,8,3
U-605,Herbert-Viktor Schütze,Bombay,229,0,0,"[('62.00', '-18.00')]",1942,8,3
U-155,Adolf Cornelius Piening,Empire Arnold,"7,045",0,321,"[('10.75', '-52.50')]",1942,8,4
U-176,Reiner Dierksen,Richmond Castle,"7,798",0,0,"[('50.42', '-35.08')]",1942,8,4
U-607,Ernst Mengersen,Belgian Soldier,"7,167",1,322,"[('45.87', '-47.22')]",1942,8,4
U-155,Adolf Cornelius Piening,Draco,389,9,0,"[('11.08', '-53.50')]",1942,8,5
U-458,Kurt Diggins,Arletta,"4,870",0,322,"[('44.73', '-55.37')]",1942,8,5
U-593,Gerd Kelbling,Spar,"3,616",9,323,"[('53.08', '-43.63')]",1942,8,5
U-66,Friedrich Markworth,Rozewie,766,28,0,"[('11.00', '-57.50')]",1942,8,6
U-77,Heinrich Schonder,Ezzet,158,20,0,"[('35.75', '35.10')]",1942,8,6
U-86,Walter Schug,Wawaloam,342,25,0,"[('39.30', '-55.73')]",1942,8,6
U-108,Klaus Scholtz,Breñas,"2,687",6,0,"[('8.63', '-53.75')]",1942,8,7
U-109,Heinrich Bleichrodt,Arthur W. Sewall,"6,030",6,0,"[('8.47', '-34.35')]",1942,8,7
U-572,Heinz Hirsacker,Delfshaven,"5,281",9,0,"[('7.40', '-25.62')]",1942,8,7
U-176,Reiner Dierksen,Kelso,"3,956",0,323,"[('56.50', '-32.23')]",1942,8,8
U-176,Reiner Dierksen,Mount Kassion,"7,914",8,323,"[('56.50', '-32.23')]",1942,8,8
U-176,Reiner Dierksen,Trehata,"4,817",0,323,"[('56.50', '-32.23')]",1942,8,8
U-379,Paul-Hugo Kettner,Anneberg,"2,537",0,323,"[('56.50', '-32.23')]",1942,8,8
U-379,Paul-Hugo Kettner,Kaimoku,"6,367",25,323,"[('56.50', '-32.23')]",1942,8,8
U-130,Ernst Kals,Malmanger,"7,078",6,324,"[('7.22', '-26.50')]",1942,8,9
U-155,Adolf Cornelius Piening,San Emiliano,"8,071",0,325,"[('7.37', '-54.13')]",1942,8,9
U-176,Reiner Dierksen,Radchurch,"3,701",0,323,"[('56.25', '-32.00')]",1942,8,9
U-752,Karl-Ernst Schroeter,Mendanau,"6,047",9,0,"[('4.75', '-18.00')]",1942,8,9
U-155,Adolf Cornelius Piening,Strabo,383,9,0,"[('7.48', '-54.08')]",1942,8,10
U-438,Rudolf Franzius,Condylis,"4,439",8,323,"[('57.00', '-22.50')]",1942,8,10
U-600,Bernhard Zurmühlen,Vivian P. Smith,130,0,0,"[('21.83', '-68.67')]",1942,8,10
U-660,Götz Baur,Cape Race,"3,807",0,323,"[('56.75', '-22.83')]",1942,8,10
U-660,Götz Baur,Empire Reindeer,"6,259",0,323,"[('57.00', '-22.50')]",1942,8,10
U-77,Heinrich Schonder,Kharouf,158,38,0,"[('33.65', '34.97')]",1942,8,10
U-109,Heinrich Bleichrodt,Vimeira,"5,728",0,321,"[('10.05', '-28.92')]",1942,8,11
U-130,Ernst Kals,Mirlo,"7,455",6,321,"[('6.07', '-26.83')]",1942,8,11
U-73,Helmut Rosenbaum,HMS Eagle (94),"22,600",0,326,"[('38.08', '3.03')]",1942,8,11
U-508,Georg Staats,Manzanillo,"1,025",43,327,"[('24.33', '-81.83')]",1942,8,12
U-508,Georg Staats,Santiago de Cuba,"1,685",43,327,"[('24.33', '-81.83')]",1942,8,12
U-171,Günther Pfeffer,R.M. Parker Jr.,"6,779",25,0,"[('28.83', '-90.70')]",1942,8,13
U-600,Bernhard Zurmühlen,Delmundo,"5,032",25,328,"[('19.92', '-73.82')]",1942,8,13
U-600,Bernhard Zurmühlen,Everelza,"4,520",13,328,"[('19.92', '-73.82')]",1942,8,13
U-658,Hans Senkel,Medea,"1,311",9,329,"[('19.90', '-74.27')]",1942,8,13
U-752,Karl-Ernst Schroeter,Cripple Creek,"6,347",25,0,"[('4.92', '-18.50')]",1942,8,13
U-598,Gottfried Holtorf,Empire Corporal,"6,972",0,330,"[('21.75', '-76.17')]",1942,8,14
U-598,Gottfried Holtorf,Michael Jebsen,"2,323",0,330,"[('21.75', '-76.17')]",1942,8,14
U-705,Karl-Horst Horn,Balladier,"3,279",25,331,"[('55.38', '-24.53')]",1942,8,15
U-507,Harro Schacht,Annibal Benévolo,"1,905",29,0,"[('-11.68', '-37.35')]",1942,8,16
U-507,Harro Schacht,Araraquara,"4,872",29,0,"[('-12.00', '-37.32')]",1942,8,16
U-507,Harro Schacht,Baependy,"4,801",29,0,"[('-11.83', '-37.00')]",1942,8,16
U-596,Gunter Jahn,Suecia,"4,966",5,331,"[('55.72', '-25.97')]",1942,8,16
U-77,Heinrich Schonder,Daniel,100,38,0,"[('34.15', '34.83')]",1942,8,16
U-108,Klaus Scholtz,Louisiana,"8,587",25,0,"[('7.40', '-51.55')]",1942,8,17
U-209,Heinrich Brodda,Komiles,136,26,0,"[('69.50', '58.53')]",1942,8,17
U-209,Heinrich Brodda,P-4,500,26,0,"[('69.50', '58.53')]",1942,8,17
U-209,Heinrich Brodda,Sh-500,500,26,0,"[('69.50', '58.53')]",1942,8,17
U-507,Harro Schacht,Arará,"1,075",29,0,"[('-13.33', '-38.82')]",1942,8,17
U-507,Harro Schacht,Itagiba,"2,169",29,0,"[('-13.33', '-38.67')]",1942,8,17
U-658,Hans Senkel,Fort la Reine,"7,133",0,333,"[('18.50', '-75.33')]",1942,8,17
U-658,Hans Senkel,Samir,"3,702",20,333,"[('18.50', '-75.33')]",1942,8,17
U-83,Hans-Werner Kraus,Princess Marguerite,"5,875",19,0,"[('32.05', '32.78')]",1942,8,17
U-214,Günther Reeder,Balingkar,"6,318",9,332,"[('41.57', '-19.82')]",1942,8,18
U-214,Günther Reeder,Hatarana,"7,522",0,332,"[('41.12', '-20.53')]",1942,8,18
U-553,Karl Thurmann,Blankaholm,"2,845",5,334,"[('19.68', '-76.83')]",1942,8,18
U-553,Karl Thurmann,Empire Bede,"6,959",0,334,"[('19.58', '-76.42')]",1942,8,18
U-553,Karl Thurmann,John Hancock,"7,176",25,334,"[('19.68', '-76.83')]",1942,8,18
U-162,Jürgen Wattenberg,West Celina,"5,722",25,335,"[('11.75', '-62.50')]",1942,8,19
U-217,Kurt Reichenbach-Klinke,Sea Gull D.,75,0,0,"[('11.63', '-67.70')]",1942,8,19
U-406,Horst Dieterichs,City of Manila,"7,452",0,332,"[('43.35', '-18.33')]",1942,8,19
U-507,Harro Schacht,Jacyra,89,29,0,"[('-14.50', '-38.67')]",1942,8,19
U-510,Karl Neitzel,Cressington Court,"4,971",0,336,"[('7.97', '-46.00')]",1942,8,19
U-564,Reinhard Suhren,British Consul,"6,940",0,335,"[('11.97', '-62.63')]",1942,8,19
U-564,Reinhard Suhren,Empire Cloud,"5,969",0,335,"[('11.97', '-62.63')]",1942,8,19
U-506,Erich Würdemann,City of Wellington,"5,733",0,0,"[('7.48', '-14.67')]",1942,8,21
U-456,Max-Martin Teichert,Chaika,80,26,0,"[('73.50', '54.00')]",1942,8,22
U-507,Harro Schacht,Hammaren,"3,220",5,337,"[('-13.00', '-38.25')]",1942,8,22
U-506,Erich Würdemann,Hamla,"4,416",0,0,"[('5.50', '-15.00')]",1942,8,23
U-162,Jürgen Wattenberg,Moena,"9,286",9,0,"[('13.42', '-57.25')]",1942,8,24
U-601,Peter-Ottmar Grau,Kujbyshev,"2,332",26,0,"[('73.87', '77.67')]",1942,8,24
U-601,Peter-Ottmar Grau,Medvezhonok,50,26,0,"[('73.87', '77.67')]",1942,8,24
U-130,Ernst Kals,Viking Star,"6,445",0,0,"[('6.00', '-14.00')]",1942,8,25
U-164,Otto Fechner,Stad Amsterdam,"3,780",9,338,"[('16.65', '-73.25')]",1942,8,25
U-176,Reiner Dierksen,Empire Breeze,"7,457",0,339,"[('49.37', '-35.87')]",1942,8,25
U-438,Rudolf Franzius,Trolla,"1,598",6,339,"[('48.92', '-35.17')]",1942,8,25
U-558,Günther Krech,Amakura,"1,987",0,338,"[('17.77', '-75.87')]",1942,8,25
U-604,Horst Höltring,Abbekerk,"7,906",9,0,"[('52.08', '-30.83')]",1942,8,25
U-605,Herbert-Viktor Schütze,Katvaldis,"3,163",0,339,"[('48.92', '-35.17')]",1942,8,25
U-605,Herbert-Viktor Schütze,Sheaf Mount,"5,017",0,339,"[('48.92', '-35.17')]",1942,8,25
U-130,Ernst Kals,Beechwood,"4,897",0,0,"[('5.50', '-14.07')]",1942,8,26
U-162,Jürgen Wattenberg,Thelma,"8,297",6,0,"[('13.33', '-58.17')]",1942,8,26
U-156,Werner Hartenstein,Clan Macwhirter,"5,941",0,341,"[('35.75', '-18.75')]",1942,8,27
U-511,Friedrich Steinhoff,Rotterdam,"8,968",9,342,"[('18.15', '-74.63')]",1942,8,27
U-511,Friedrich Steinhoff,San Fabian,"13,031",0,342,"[('18.15', '-74.63')]",1942,8,27
U-517,Paul Hartwig,Chatham,"5,649",25,343,"[('51.88', '-55.80')]",1942,8,27
U-517,Paul Hartwig,Arlyn,"3,304",25,344,"[('51.88', '-55.80')]",1942,8,28
U-566,Gerhard Remus,City of Cardiff,"5,661",0,341,"[('40.33', '-16.03')]",1942,8,28
U-566,Gerhard Remus,Zuiderkerk,"8,424",9,341,"[('40.33', '-16.03')]",1942,8,28
U-66,Friedrich Markworth,Topa Topa,"5,356",25,0,"[('10.27', '-51.50')]",1942,8,29
U-162,Jürgen Wattenberg,Star of Oregon,"7,176",25,0,"[('11.80', '-59.75')]",1942,8,30
U-564,Reinhard Suhren,Vardaas,"8,176",6,0,"[('11.58', '-60.67')]",1942,8,30
U-66,Friedrich Markworth,Sir Huon,"6,049",15,0,"[('10.87', '-54.00')]",1942,8,30
U-66,Friedrich Markworth,West Lashaway,"5,637",25,0,"[('10.50', '-55.17')]",1942,8,30
U-516,Gerhard Wiebe,Jack Carnes,"10,907",25,0,"[('41.58', '-29.02')]",1942,8,31
U-609,Klaus Rudloff,Bronxville,"4,663",6,345,"[('57.22', '-33.67')]",1942,8,31
U-609,Klaus Rudloff,Capira,"5,625",15,345,"[('57.22', '-33.67')]",1942,8,31
U-66,Friedrich Markworth,Winamac,"8,621",0,346,"[('10.60', '-54.57')]",1942,8,31
U-107,Harald Gelhaus,Hollinside,"4,172",0,0,"[('38.00', '-9.00')]",1942,9,3
U-107,Harald Gelhaus,Penrose,"4,393",0,0,"[('38.00', '-9.00')]",1942,9,3
U-109,Heinrich Bleichrodt,Ocean Might,"7,173",0,347,"[('0.95', '-4.18')]",1942,9,3
U-375,Jürgen Koenenkamp,Arnon,558,38,0,"[('34.80', '35.90')]",1942,9,3
U-375,Jürgen Koenenkamp,Miriam,38,38,0,"[('34.80', '35.90')]",1942,9,3
U-375,Jürgen Koenenkamp,Turkian,113,20,0,"[('35.05', '35.63')]",1942,9,3
U-517,Paul Hartwig,Donald Stewart,"1,781",19,348,"[('50.53', '-58.77')]",1942,9,3
U-171,Günther Pfeffer,Amatlan,"6,511",37,0,"[('23.45', '-97.50')]",1942,9,4
U-506,Erich Würdemann,Myrmidon,"6,278",0,0,"[('0.75', '-6.45')]",1942,9,5
U-513,Rolf Rüggeberg,Lord Strathcona,"7,335",19,0,"[('47.58', '-52.98')]",1942,9,5
U-513,Rolf Rüggeberg,Saganaga,"5,454",0,0,"[('47.58', '-52.98')]",1942,9,5
U-109,Heinrich Bleichrodt,Tuscan Star,"11,449",0,0,"[('1.57', '-11.65')]",1942,9,6
U-164,Otto Fechner,John A. Holloway,"1,745",19,349,"[('14.17', '-71.50')]",1942,9,6
U-165,Eberhard Hoffmann,Aeas,"4,729",8,350,"[('49.17', '-66.83')]",1942,9,6
U-375,Jürgen Koenenkamp,Salina,108,38,0,"[('35.52', '35.70')]",1942,9,6
U-514,Hans-Jürgen Auffermann,Helen Forsey,167,0,0,"[('28.58', '-57.58')]",1942,9,6
U-165,Eberhard Hoffmann,HMCS Raccoon,358,19,350,"[('49.02', '-67.28')]",1942,9,7
U-517,Paul Hartwig,Mount Pindus,"5,729",8,350,"[('48.83', '-63.77')]",1942,9,7
U-517,Paul Hartwig,Mount Taygetus,"3,286",8,350,"[('48.83', '-63.77')]",1942,9,7
U-517,Paul Hartwig,Oakton,"1,727",19,350,"[('48.83', '-63.77')]",1942,9,7
U-617,Albrecht Brandi,Tor II,292,22,0,"[('62.50', '-18.50')]",1942,9,7
U-66,Friedrich Markworth,Peiping,"6,390",5,0,"[('23.83', '-50.17')]",1942,9,9
U-755,Walter Göing,USS Muskeget (WAG 48),"1,827",25,0,"[('51.68', '-43.88')]",1942,9,9
U-96,Hans-Jürgen Hellriegel,Elisabeth van Belgie,"4,241",1,351,"[('51.50', '-28.42')]",1942,9,10
U-96,Hans-Jürgen Hellriegel,Sveve,"6,313",6,351,"[('51.47', '-28.50')]",1942,9,10
U-517,Paul Hartwig,HMCS Charlottetown (K 244),900,19,352,"[('49.17', '-66.83')]",1942,9,11
U-584,Joachim Deecke,Empire Oil,"8,029",0,351,"[('51.38', '-28.22')]",1942,9,11
U-584,Joachim Deecke,Hindanger,"4,884",6,351,"[('49.53', '-32.35')]",1942,9,11
U-96,Hans-Jürgen Hellriegel,Delães,415,23,0,"[('50.05', '-29.53')]",1942,9,11
U-156,Werner Hartenstein,Laconia,"19,695",0,0,"[('-5.08', '-11.63')]",1942,9,12
U-515,Werner Henke,Stanvac Melbourne,"10,013",15,0,"[('10.50', '-60.33')]",1942,9,12
U-608,Rolf Struckmeier,Empire Moonbeam,"6,849",0,351,"[('48.92', '-33.63')]",1942,9,12
U-608,Rolf Struckmeier,Hektoria,"13,797",0,351,"[('48.92', '-33.63')]",1942,9,12
U-68,Karl-Friedrich Merten,Trevilley,"5,296",0,353,"[('-4.50', '-7.83')]",1942,9,12
U-408,Reinhard von Hymmen,Oliver Ellsworth,"7,191",25,354,"[('75.87', '7.92')]",1942,9,13
U-408,Reinhard von Hymmen,Stalingrad,"3,559",26,354,"[('75.87', '7.92')]",1942,9,13
U-506,Erich Würdemann,Lima,"3,764",5,0,"[('2.58', '-11.37')]",1942,9,13
U-512,Wolfgang Schultze,Patrick J. Hurley,"10,865",25,0,"[('22.98', '-46.25')]",1942,9,13
U-515,Werner Henke,Nimba,"1,854",15,0,"[('10.68', '-60.40')]",1942,9,13
U-515,Werner Henke,Ocean Vanguard,"7,174",0,0,"[('10.72', '-60.18')]",1942,9,13
U-558,Günther Krech,Empire Lugard,"7,241",0,355,"[('12.12', '-63.53')]",1942,9,13
U-558,Günther Krech,Suriname,"7,915",9,355,"[('12.12', '-63.53')]",1942,9,13
U-594,Friedrich Mumm,Stone Street,"6,131",15,351,"[('48.30', '-39.72')]",1942,9,13
U-408,Reinhard von Hymmen,Atheltemplar,"8,939",0,354,"[('76.17', '18.00')]",1942,9,14
U-515,Werner Henke,Harborough,"5,415",0,0,"[('10.05', '-60.33')]",1942,9,14
U-91,Heinz Walkerling,HMCS Ottawa (H 60),"1,375",19,351,"[('47.92', '-43.45')]",1942,9,14
U-514,Hans-Jürgen Auffermann,Kioto,"3,297",0,0,"[('11.08', '-60.77')]",1942,9,15
U-515,Werner Henke,Sørholt,"4,801",6,0,"[('10.75', '-60.00')]",1942,9,15
U-517,Paul Hartwig,Inger Elisabeth,"2,166",6,356,"[('48.82', '-64.10')]",1942,9,15
U-517,Paul Hartwig,Saturnus,"2,741",9,356,"[('48.82', '-64.10')]",1942,9,15
U-68,Karl-Friedrich Merten,Breedijk,"6,861",9,0,"[('-5.08', '-8.90')]",1942,9,15
U-165,Eberhard Hoffmann,Joannis,"3,667",8,356,"[('49.17', '-67.08')]",1942,9,16
U-558,Günther Krech,Commercial Trader,"2,606",25,0,"[('10.50', '-60.25')]",1942,9,16
U-109,Heinrich Bleichrodt,Peterton,"5,221",0,357,"[('18.75', '-29.25')]",1942,9,17
U-515,Werner Henke,Mae,"5,607",25,0,"[('8.05', '-58.22')]",1942,9,17
U-380,Josef Röther,Olaf Fostenes,"2,994",6,0,"[('44.93', '-41.08')]",1942,9,18
U-156,Werner Hartenstein,Quebec City,"4,745",0,0,"[('-2.20', '-17.60')]",1942,9,19
U-512,Wolfgang Schultze,Monte Gorbea,"3,720",14,0,"[('14.92', '-60.00')]",1942,9,19
U-516,Gerhard Wiebe,Wichita,"6,174",25,0,"[('11.85', '-59.35')]",1942,9,19
U-552,Klaus Popp,HMS Alouette (FY 101),520,0,0,"[('38.35', '-9.30')]",1942,9,19
U-255,Reinhart Reche,Silver Sword,"4,937",25,358,"[('75.87', '-0.33')]",1942,9,20
U-435,Siegfried Strelow,HMS Leda (J 93),835,0,358,"[('76.50', '5.00')]",1942,9,20
U-515,Werner Henke,Reedpool,"4,838",0,0,"[('8.97', '-57.57')]",1942,9,20
U-596,Gunter Jahn,Empire Hartebeeste,"5,676",0,359,"[('56.33', '-38.17')]",1942,9,20
U-703,Heinz Bielfeld,HMS Somali (G 33),"1,870",0,358,"[('74.67', '-2.00')]",1942,9,20
U-175,Heinrich Bruns,Predsednik Kopajtic,"1,798",11,0,"[('8.23', '-59.07')]",1942,9,21
U-435,Siegfried Strelow,Bellingham,"5,345",25,358,"[('71.38', '-11.05')]",1942,9,22
U-435,Siegfried Strelow,Grey Ranger,"3,313",0,358,"[('71.38', '-11.05')]",1942,9,22
U-435,Siegfried Strelow,Ocean Voice,"7,174",0,358,"[('71.38', '-11.05')]",1942,9,22
U-582,Werner Schulte,Vibran,"2,993",6,0,"[('45.95', '-30.08')]",1942,9,22
U-125,Ulrich Folkers,Bruyère,"5,335",0,0,"[('4.92', '-17.27')]",1942,9,23
U-515,Werner Henke,Lindvangen,"2,412",6,0,"[('9.33', '-60.17')]",1942,9,23
U-617,Albrecht Brandi,Athelsultan,"8,882",0,359,"[('58.70', '-33.63')]",1942,9,23
U-617,Albrecht Brandi,Tennessee,"2,342",0,359,"[('58.67', '-33.68')]",1942,9,23
U-175,Heinrich Bruns,West Chetac,"5,627",25,361,"[('8.75', '-57.00')]",1942,9,24
U-432,Heinz-Otto Schultze,Pennmar,"5,868",25,359,"[('58.20', '-34.58')]",1942,9,24
U-512,Wolfgang Schultze,Antinous,"6,034",25,360,"[('9.37', '-60.15')]",1942,9,24
U-561,Heinz Schomburg,Sphinx,39,20,0,"[('34.05', '34.57')]",1942,9,24
U-617,Albrecht Brandi,Roumanie,"3,563",1,359,"[('58.17', '-28.33')]",1942,9,24
U-619,Kurt Makowski,John Winthrop,"7,176",25,362,"[('56.00', '-31.00')]",1942,9,24
U-216,Karl-Otto Schultz,Boston,"4,989",0,363,"[('54.38', '-27.90')]",1942,9,25
U-442,Hans-Joachim Hesse,Empire Bell,"1,744",0,364,"[('62.32', '-15.45')]",1942,9,25
U-175,Heinrich Bruns,Tambour,"1,827",15,0,"[('8.83', '-59.83')]",1942,9,26
U-404,Otto von Bülow,HMS Veteran (D 72),"1,120",0,363,"[('54.57', '-25.73')]",1942,9,26
U-619,Kurt Makowski,Yorktown,"1,547",0,363,"[('55.17', '-18.83')]",1942,9,26
U-91,Heinz Walkerling,New York,"4,989",0,363,"[('54.57', '-25.73')]",1942,9,26
U-175,Heinrich Bruns,Alcoa Mariner,"5,590",25,0,"[('8.95', '-60.13')]",1942,9,28
U-516,Gerhard Wiebe,Antonico,"1,223",29,0,"[('5.50', '-53.50')]",1942,9,28
U-125,Ulrich Folkers,Baron Ogilvy,"3,391",0,0,"[('2.50', '-14.50')]",1942,9,29
U-332,Johannes Liebe,Registan,"6,008",0,0,"[('12.62', '-57.17')]",1942,9,29
U-610,Walter Freiherr von Freyberg-Eisenberg-Allmendingen,Lifland,"2,254",0,366,"[('55.95', '-24.92')]",1942,9,29
U-125,Ulrich Folkers,Empire Avocet,"6,015",0,0,"[('4.08', '-13.38')]",1942,9,30
U-125,Ulrich Folkers,Kumsang,"5,447",0,0,"[('4.12', '-13.67')]",1942,9,30
U-506,Erich Würdemann,Siam II,"6,637",0,0,"[('3.42', '-15.77')]",1942,9,30
U-516,Gerhard Wiebe,Alipore,"5,273",0,0,"[('7.15', '-54.38')]",1942,9,30
U-202,Günter Poser,Achilles,"1,815",9,0,"[('9.10', '-59.80')]",1942,10,1
U-175,Heinrich Bruns,Aneroid,"5,074",15,0,"[('8.40', '-59.20')]",1942,10,2
U-201,Günther Rosenberg,Alcoa Transport,"2,084",25,0,"[('9.05', '-60.17')]",1942,10,2
U-254,Odo Loewe,Esso Williamsburg,"11,237",25,0,"[('55.00', '-33.00')]",1942,10,3
U-175,Heinrich Bruns,Caribstar,"2,592",25,0,"[('8.50', '-59.62')]",1942,10,4
U-175,Heinrich Bruns,William A. McKenney,"6,153",25,0,"[('8.58', '-59.33')]",1942,10,5
U-107,Harald Gelhaus,Andalucia Star,"14,943",0,0,"[('6.63', '-15.77')]",1942,10,7
U-159,Helmut Friedrich Witte,Boringia,"5,821",0,0,"[('-35.15', '16.53')]",1942,10,7
U-172,Carl Emmermann,Chickasaw City,"6,196",25,0,"[('-34.25', '17.18')]",1942,10,7
U-172,Carl Emmermann,Firethorn,"4,700",15,0,"[('-34.22', '17.35')]",1942,10,7
U-125,Ulrich Folkers,Glendene,"4,412",0,0,"[('4.48', '-17.68')]",1942,10,8
U-159,Helmut Friedrich Witte,Clan Mactavish,"7,631",0,0,"[('-34.88', '16.75')]",1942,10,8
U-172,Carl Emmermann,Pantelis,"3,845",8,0,"[('-34.33', '17.83')]",1942,10,8
U-179,Ernst Sobe,City of Athens,"6,558",0,0,"[('-33.67', '17.05')]",1942,10,8
U-201,Günther Rosenberg,John Carter Rose,"7,191",25,367,"[('10.45', '-45.62')]",1942,10,8
U-68,Karl-Friedrich Merten,Gaasterkerk,"8,679",9,0,"[('-34.33', '18.17')]",1942,10,8
U-68,Karl-Friedrich Merten,Koumoundouros,"3,598",8,0,"[('-34.17', '17.12')]",1942,10,8
U-68,Karl-Friedrich Merten,Sarthe,"5,271",0,0,"[('-34.83', '18.67')]",1942,10,8
U-68,Karl-Friedrich Merten,Swiftsure,"8,207",25,0,"[('-34.67', '18.42')]",1942,10,8
U-159,Helmut Friedrich Witte,Coloradan,"6,557",25,0,"[('-35.78', '14.57')]",1942,10,9
U-201,Günther Rosenberg,Flensburg,"6,421",9,0,"[('10.75', '-46.80')]",1942,10,9
U-254,Odo Loewe,Pennington Court,"6,098",0,368,"[('58.30', '-27.92')]",1942,10,9
U-68,Karl-Friedrich Merten,Belgian Fighter,"5,403",1,0,"[('-35.00', '18.50')]",1942,10,9
U-68,Karl-Friedrich Merten,Examelia,"4,981",25,0,"[('-34.87', '18.50')]",1942,10,9
U-69,Ulrich Gräf,Carolus,"2,375",19,369,"[('48.78', '-68.17')]",1942,10,9
U-172,Carl Emmermann,Orcades,"23,456",0,0,"[('-35.85', '14.67')]",1942,10,10
U-178,Hans Ibbeken,Duchess of Atholl,"20,119",0,0,"[('-7.05', '-11.20')]",1942,10,10
U-106,Hermann Rasch,Waterton,"2,140",0,370,"[('47.12', '-59.90')]",1942,10,11
U-615,Ralph Kapitzky,El Lago,"4,221",15,371,"[('51.05', '-46.25')]",1942,10,11
U-87,Joachim Berger,Agapenor,"7,392",0,0,"[('6.88', '-15.38')]",1942,10,11
U-514,Hans-Jürgen Auffermann,Steel Scientist,"5,688",25,0,"[('5.80', '-51.83')]",1942,10,12
U-706,Alexander von Zitzewitz,Stornest,"4,265",0,371,"[('54.42', '-27.70')]",1942,10,12
U-159,Helmut Friedrich Witte,Empire Nomad,"7,167",0,0,"[('-37.83', '18.27')]",1942,10,13
U-221,Hans-Hartwig Trojer,Ashworth,"5,227",0,372,"[('53.08', '-44.10')]",1942,10,13
U-221,Hans-Hartwig Trojer,Fagersten,"2,342",6,372,"[('53.08', '-44.10')]",1942,10,13
U-221,Hans-Hartwig Trojer,Senta,"3,785",6,372,"[('53.00', '-44.00')]",1942,10,13
U-221,Hans-Hartwig Trojer,Southern Empress,"12,398",0,372,"[('53.67', '-40.67')]",1942,10,14
U-221,Hans-Hartwig Trojer,Susana,"5,929",25,372,"[('53.68', '-41.38')]",1942,10,14
U-607,Ernst Mengersen,Nellie,"4,826",8,372,"[('53.68', '-41.38')]",1942,10,14
U-618,Kurt Baberg,Empire Mersey,"5,791",0,372,"[('54.00', '-40.25')]",1942,10,14
U-661,Erich von Lilienfeld,Nikolina Matkovic,"3,672",11,372,"[('53.68', '-41.38')]",1942,10,14
U-69,Ulrich Gräf,Caribou,"2,222",0,369,"[('47.32', '-59.48')]",1942,10,14
U-410,Kurt Sturm,Newton Pine,"4,212",0,371,"[('54.50', '-34.00')]",1942,10,15
U-129,Hans-Ludwig Witt,Trafalgar,"5,542",6,0,"[('25.50', '-52.00')]",1942,10,16
U-160,Georg Lassen,Castle Harbour,730,0,373,"[('11.00', '-61.17')]",1942,10,16
U-504,Hans-Georg Friedrich Poske,Empire Chaucer,"5,970",0,0,"[('-38.20', '20.07')]",1942,10,17
U-618,Kurt Baberg,Angelina,"4,772",25,374,"[('49.65', '-30.33')]",1942,10,18
U-332,Johannes Liebe,Rothley,"4,996",0,0,"[('13.57', '-54.57')]",1942,10,19
U-610,Walter Freiherr von Freyberg-Eisenberg-Allmendingen,Steel Navigator,"5,718",25,374,"[('49.75', '-31.33')]",1942,10,19
U-77,Otto Hartmann,Mahrous,18,41,0,"[('34.35', '35.10')]",1942,10,20
U-443,Konstantin von Puttkamer,Donax,"8,036",0,375,"[('49.85', '-27.97')]",1942,10,22
U-443,Konstantin von Puttkamer,Winnipeg II,"9,807",0,375,"[('49.85', '-27.97')]",1942,10,22
